artists,name,danceability,energy,popularity,year
['Fahrenheit'],à¸œà¸´à¸”à¹„à¸«à¸¡,0.622,0.4,2,2005
['Bodyslam'],à¸‚à¸­à¸šà¸Ÿà¹‰à¸²,0.503,0.92,2,2005
['à¹€à¸ªà¸·à¸­à¹ƒà¸«à¸à¹ˆ'],à¸‚à¸²à¸”à¸„à¸§à¸²à¸¡à¸­à¸šà¸­à¸¸à¹ˆà¸™,0.65,0.6629999999999999,14,2005
['Bird Thongchai'],à¹‚à¸­à¹‰à¸¥à¸°à¸«à¸™à¸­...My Love,0.898,0.9059999999999999,4,2005
['The Budos Band'],T.I.B.W.F.,0.674,0.607,51,2005
['Potato'],à¸›à¸²à¸à¸”à¸µ,0.607,0.659,3,2005
['Blackhead'],à¹„à¸¡à¹ˆà¸ˆà¸³à¹€à¸›à¹‡à¸™à¸•à¹‰à¸­à¸‡à¸”à¸µà¸—à¸µà¹ˆà¸ªà¸¸à¸”,0.491,0.665,8,2005
"['Beecham Choral Society', 'Alexander Young', 'Royal Philharmonic Orchestra', 'Elsie Morison', 'Michael Langdon', 'Sir Thomas Beecham']","The Seasons (2004 Digital Remaster), Winter: Recitative: Now sinks the pale declining year",0.293,0.18,0,2005
"['Shakira', 'Wyclef Jean']",Hips Don't Lie (feat. Wyclef Jean),0.778,0.8240000000000001,82,2005
['Duncan Dhu'],En algÃºn lugar,0.527,0.8590000000000001,60,2005
"['Nelly', 'Paul Wall', 'Ali & Gipp']",Grillz,0.863,0.514,52,2005
"['John Williams', 'Yo-Yo Ma', 'Itzhak Perlman']",Sayuri's Theme,0.222,0.11699999999999999,51,2005
['Queens of the Stone Age'],Long Slow Goodbye - Live At Brixton Academy / 2005,0.409,0.8490000000000001,22,2005
['Queens of the Stone Age'],Burn The Witch - Live At Brixton Academy / 2005,0.377,0.9209999999999999,23,2005
['System Of A Down'],Lonely Day,0.47,0.7959999999999999,71,2005
['Queens of the Stone Age'],Tangled Up In Plaid - Live At Brixton Academy / 2005,0.35,0.907,24,2005
['System Of A Down'],Soldier Side,0.287,0.818,61,2005
['Queens of the Stone Age'],I Think I Lost My Headache - Live At Brixton Academy / 2005,0.284,0.9129999999999999,22,2005
['Queens of the Stone Age'],I Wanna Make It Wit Chu - Live At Brixton Academy / 2005,0.655,0.7879999999999999,32,2005
"['Dan Hartman', 'Charlie Midnight', 'Billy Joel']",Why Should I Worry - from 'Oliver & Company' OST,0.721,0.659,45,2005
['Queens of the Stone Age'],No One Knows - Live At Brixton Academy / 2005,0.35600000000000004,0.9209999999999999,25,2005
['System Of A Down'],She's Like Heroin,0.414,0.905,50,2005
['Queens of the Stone Age'],Song For The Dead - Live At Brixton Academy / 2005,0.267,0.9740000000000001,24,2005
['Queens of the Stone Age'],"You Can't Quit Me, Baby - Live At Brixton Academy / 2005",0.19399999999999998,0.9590000000000001,25,2005
['System Of A Down'],Vicinity Of Obscenity,0.5479999999999999,0.9570000000000001,52,2005
['System Of A Down'],Tentative,0.305,0.9620000000000001,51,2005
['Jace Everett'],Bad Things,0.591,0.8640000000000001,47,2005
['Queens of the Stone Age'],Monsters In The Parasol - Live At Brixton Academy / 2005,0.275,0.9109999999999999,24,2005
['Queens of the Stone Age'],Regular John - Live At Brixton Academy / 2005,0.287,0.91,26,2005
"['Nelly', 'Paul Wall', 'Ali & Gipp']",Grillz,0.867,0.504,49,2005
['Antony Santos'],Voy Pa 'lla,0.826,0.5720000000000001,48,2005
['System Of A Down'],Hypnotize,0.27399999999999997,0.92,67,2005
['Queens of the Stone Age'],Mexicola - Live At Brixton Academy / 2005,0.342,0.946,24,2005
['System Of A Down'],Kill Rock 'n Roll,0.28800000000000003,0.987,60,2005
['Queens of the Stone Age'],Leg Of Lamb - Live At Brixton Academy / 2005,0.601,0.831,22,2005
['System Of A Down'],U-Fig,0.345,0.958,49,2005
['Queens of the Stone Age'],Go With The Flow - Live At Brixton Academy / 2005,0.235,0.988,27,2005
['Ratt'],Round and Round,0.628,0.934,53,2005
['Queens of the Stone Age'],Little Sister - Live At Brixton Academy / 2005,0.242,0.99,25,2005
['System Of A Down'],Attack,0.349,0.97,58,2005
['System Of A Down'],Dreaming,0.19,0.9790000000000001,52,2005
['System Of A Down'],Holy Mountains,0.244,0.897,60,2005
['Enya'],If I Could Be Where You Are,0.28,0.149,57,2005
['Enya'],Sumiregusa (Wild Violet),0.17,0.212,56,2005
['Enya'],Amarantine,0.561,0.278,57,2005
['Enya'],Drifting,0.11900000000000001,0.066,54,2005
['Enya'],The River Sings,0.532,0.654,55,2005
"['Fort Minor', 'John Legend']",High Road (feat. John Legend),0.743,0.897,49,2005
"['Fort Minor', 'Holly Brook', 'Jonah Matranga']",Where'd You Go (feat. Holly Brook & Jonah Matranga),0.684,0.8190000000000001,57,2005
"['Fort Minor', 'Styles Of Beyond']",Remember the Name (feat. Styles of Beyond),0.688,0.835,73,2005
['Sin Bandera'],Suelta Mi Mano,0.5710000000000001,0.303,63,2005
['Sin Bandera'],Que Me Alcance la Vida,0.6940000000000001,0.47,60,2005
"['Vicente FernÃ¡ndez', 'Alejandro FernÃ¡ndez']",PerdÃ³n (with Alejandro FernÃ¡ndez) - Remasterizado,0.33299999999999996,0.373,54,2005
['Banda El Recodo'],Yo SÃ© Que Te AcordarÃ¡s,0.524,0.32899999999999996,57,2005
['Banda El Recodo'],Te Ofrezco Un CorazÃ³n,0.68,0.591,50,2005
['Bush'],Glycerine - Acoustic,0.648,0.278,48,2005
['Banda El Recodo'],Deja,0.41700000000000004,0.465,63,2005
"['South Border', 'Kelly Badon']",With a Smile (feat. Kelly Badon),0.523,0.534,62,2005
"['Andre Nickatina', 'Equipto']",4am - Bay Bridge Music,0.92,0.64,46,2005
['Big & Rich'],Comin' to Your City,0.5589999999999999,0.9440000000000001,46,2005
['Big & Rich'],8th of November,0.259,0.7290000000000001,47,2005
['Spongebob Squarepants'],Electric Zoo,0.723,0.8440000000000001,48,2005
['Carrie Underwood'],"Jesus, Take the Wheel",0.359,0.518,61,2005
['Carrie Underwood'],Don't Forget to Remember Me,0.434,0.608,48,2005
['Carrie Underwood'],Before He Cheats,0.519,0.7490000000000001,75,2005
['Carrie Underwood'],Wasted,0.5479999999999999,0.775,50,2005
"['Nujabes', 'Shing02']",Luv(sic.) pt3 (feat. Shing02),0.866,0.691,59,2005
"['Nujabes', 'Cise Star', 'Akin']",Feather (feat. Cise Starr & Akin from CYNE),0.565,0.7490000000000001,62,2005
['Nujabes'],reflection eternal,0.8420000000000001,0.46399999999999997,55,2005
['Alanis Morissette'],Uninvited,0.38,0.5379999999999999,56,2005
['Madonna'],Hung Up,0.649,0.647,73,2005
['Patrick Doyle'],Neville's Waltz,0.24600000000000002,0.073,54,2005
['Patrick Doyle'],Potter Waltz,0.138,0.207,57,2005
['Patrick Doyle'],Harry in Winter,0.175,0.248,60,2005
['D4L'],Laffy Taffy,0.8909999999999999,0.439,64,2005
['Fleetwood Mac'],Rattlesnake Shake - Live 2000,0.268,0.861,16,2005
['Kenny Chesney'],You Save Me,0.509,0.547,50,2005
['Kenny Chesney'],Summertime,0.48,0.9279999999999999,56,2005
['Kenny Chesney'],Who You'd Be Today,0.6459999999999999,0.431,49,2005
['Kenny Chesney'],Living in Fast Forward,0.6890000000000001,0.907,44,2005
['Kenny Chesney'],Beer In Mexico,0.58,0.9059999999999999,56,2005
['50 Cent'],Window Shopper,0.539,0.672,57,2005
['Sophie Zelmani'],Always You - Ten years later,0.48100000000000004,0.304,8,2005
['Sophie Zelmani'],Always You - Ten years later,0.48100000000000004,0.304,1,2005
"['Jay Chou', 'Lara Liang']",çŠç‘šæµ·,0.45899999999999996,0.565,57,2005
['Savage Garden'],Truly Madly Deeply,0.5660000000000001,0.705,51,2005
['Savage Garden'],I Knew I Loved You,0.556,0.517,59,2005
['Third Day'],Cry Out To Jesus,0.34,0.619,48,2005
['Jersey Boys'],Sherry,0.7659999999999999,0.753,47,2005
['Mad Cobra'],Last Year Clothes,0.8740000000000001,0.816,0,2005
"['Def Squad, Texas']",Countdown to the Year 2000,0.8220000000000001,0.882,3,2005
['Jay Chou'],ä¸€è·¯å‘åŒ—,0.456,0.617,58,2005
['Rammstein'],ROSENROT,0.591,0.629,53,2005
['Rammstein'],TE QUIERO PUTA!,0.496,0.934,52,2005
['Raulin Rodriguez'],Que Vuelva,0.773,0.598,50,2005
['*NSYNC'],(God Must Have Spent) A Little More Time On You - Remix,0.46799999999999997,0.535,56,2005
['Raulin Rodriguez'],Medicina De Amor,0.662,0.461,58,2005
['Valencia'],The Space Between,0.37799999999999995,0.851,48,2005
['Tally Hall'],Hidden In the Sand,0.547,0.287,69,2005
['Tally Hall'],Banana Man,0.541,0.59,49,2005
['Tally Hall'],The Bidding,0.5379999999999999,0.607,69,2005
['Tally Hall'],Spring and a Storm,0.467,0.743,48,2005
['Tally Hall'],Ruler of Everything,0.58,0.7909999999999999,58,2005
"['The Off Broadway Cast Of ""Bingo""', 'Liz Larsen']",All Year Long (feat. Liz Larsen),0.303,0.11800000000000001,1,2005
"['The Broadway Cast Of ""Jersey Boys""', 'Donnie Kehr', 'John Lloyd Young', 'Daniel Reichard', 'Heather Furguson', 'Jennifer Naimo', 'Erica Piccininni', 'J. Robert Spencer', 'Steve Gouveia', 'Tituss Burgess', 'Peter Gregus', 'Richard Hester']","Merry Christmas and Happy New Year (feat. Donnie Kehr, John Lloyd Young, Daniel Reichard, Heather Furguson, Jennifer Naimo, Erica Piccininni, J. Robert Spencer, Steve Gouveia, Tituss Burgess, Peter Gregus & Richard Hester)",0.42100000000000004,0.494,3,2005
['Steve Erquiaga'],The Christmas Song,0.39899999999999997,0.1,49,2005
['Jane Monheit'],Moonlight In Vermont,0.392,0.18600000000000003,47,2005
['Bryan Adams'],Please Forgive Me,0.5870000000000001,0.456,54,2005
['Depeche Mode'],Precious,0.568,0.838,56,2005
"['Aesop Rock', 'Del The Funky Homosapien', 'Wu-Tang Clan']",Preservation,0.6990000000000001,0.6970000000000001,48,2005
['Youngbloodz'],Presidential,0.682,0.523,47,2005
['The Veronicas'],4ever,0.581,0.857,55,2005
['Boards of Canada'],Dayvan Cowboy,0.322,0.615,54,2005
['DANGERDOOM'],Perfect Hair,0.466,0.872,46,2005
"['DANGERDOOM', 'Ghostface Killah']",The Mask,0.5489999999999999,0.71,49,2005
['DANGERDOOM'],Space Hos,0.733,0.82,51,2005
['DANGERDOOM'],Mince Meat,0.813,0.485,46,2005
['Boards of Canada'],Peacock Tail,0.6409999999999999,0.47700000000000004,51,2005
['DANGERDOOM'],Crosshairs,0.42700000000000005,0.525,56,2005
"['DANGERDOOM', 'Talib Kwell']",Old School Rules,0.622,0.9359999999999999,49,2005
"['DANGERDOOM', 'CeeLo Green']",Benzi Box,0.894,0.45799999999999996,57,2005
['DANGERDOOM'],El Chupa Nibre,0.6679999999999999,0.762,51,2005
"['DANGERDOOM', 'MF DOOM']",Sofa King,0.71,0.5870000000000001,54,2005
['Timo Turpeinen'],Kaunein iltamme - The Loveliest Night of The Year,0.441,0.319,0,2005
['Buddy Holly'],True Love Ways,0.221,0.124,55,2005
['Dru Hill'],We're Not Making Love No More,0.569,0.511,49,2005
"['Dru Hill', 'Jermaine Dupri']",In My Bed - So So Def Mix,0.828,0.654,54,2005
"['Dmitri Shostakovich', 'Melbourne Symphony Orchestra', 'Oleg Caetani']",Jazz Suite No.1: 3. Foxtrot - Live At Hamer Hall / 2005,0.249,0.0182,0,2005
"['Dmitri Shostakovich', 'Melbourne Symphony Orchestra', 'Oleg Caetani']",Jazz Suite No.1: 1. Waltz - Live At Hamer Hall / 2005,0.243,0.0208,0,2005
"['Dmitri Shostakovich', 'Melbourne Symphony Orchestra', 'Oleg Caetani']","Symphony No.11 in G minor, Op.103 ""The Year of 1905"": 3. In memoriam (Adagio - Attacca) - Live At Hamer Hall / 2005",0.0841,0.0114,0,2005
"['Johann Strauss II', 'Melbourne Symphony Orchestra', 'Oleg Caetani']",Excursion Train Polka - Live At Hamer Hall / 2005,0.5579999999999999,0.153,0,2005
"['Dmitri Shostakovich', 'Melbourne Symphony Orchestra', 'Oleg Caetani']",Jazz Suite No.1: 2. Polka - Live At Hamer Hall / 2005,0.475,0.0538,0,2005
"['Dmitri Shostakovich', 'Melbourne Symphony Orchestra', 'Oleg Caetani']","Symphony No.11 in G minor, Op.103 ""The Year of 1905"": 2. Ninth of January (Allegro - Adagio) - Live At Hamer Hall / 2005",0.21899999999999997,0.23,0,2005
"['Dmitri Shostakovich', 'Melbourne Symphony Orchestra', 'Oleg Caetani']","Symphony No.11 in G minor, Op.103 ""The Year of 1905"": 4. The Tocsin (Allegro non troppo - Allegro - Adagio - - Live At Hamer Hall / 2005",0.27,0.285,0,2005
"['Dmitri Shostakovich', 'Melbourne Symphony Orchestra', 'Oleg Caetani']","Symphony No.11 in G minor, Op.103 ""The Year of 1905"": 1. The Palace Square (Adagio) - Live At Hamer Hall / 2005",0.084,0.00813,0,2005
"['Charlie Wayne', 'Ron Keel']","Come Home With Me - New, Bonus",0.602,0.198,0,2005
['Charlie Wayne'],My Strings In A Dream,0.46,0.7559999999999999,0,2005
"['Charlie Wayne', 'The Ticks']",All I Ever Needed,0.342,0.431,0,2005
['Charlie Wayne'],"Stand Alone - Live, Bonus",0.273,0.67,0,2005
"['Charlie Wayne', 'The Ticks']",Keep Falling,0.401,0.752,0,2005
"['Charlie Wayne', 'The Ticks']",Never Look Back,0.45799999999999996,0.6829999999999999,0,2005
['The Fray'],Over My Head (Cable Car),0.591,0.6990000000000001,55,2005
['Charlie Wayne'],Make Love Little Lady,0.29100000000000004,0.584,0,2005
"['Charlie Wayne', 'Hawk']",No One To Love,0.435,0.55,0,2005
"['Charlie Wayne', 'Hawk']",Fades So Fast,0.268,0.669,0,2005
['Charlie Wayne'],Intro,0.22699999999999998,0.0872,0,2005
['The Baboon Show'],Pig of the Year 2006,0.795,0.5760000000000001,6,2005
['Default'],It Only Hurts,0.522,0.777,54,2005
['Fiona Apple'],Extraordinary Machine,0.701,0.20199999999999999,47,2005
['City and Colour'],Comin' Home,0.654,0.539,53,2005
['City and Colour'],"Hello, I'm In Delaware",0.261,0.45799999999999996,49,2005
['James Blunt'],You're Beautiful,0.679,0.54,44,2005
"['Diddy', 'Usher', 'Loon']",I Need a Girl (Pt. 1) [feat. Usher & Loon],0.66,0.7070000000000001,63,2005
['Shinedown'],Shed Some Light,0.53,0.37200000000000005,45,2005
['My Morning Jacket'],Wordless Chorus,0.8240000000000001,0.377,54,2005
['Jodeci'],Come and Talk to Me - Remix,0.72,0.657,58,2005
['8Ball & MJG'],You Don't Want Drama,0.777,0.871,48,2005
"['112', 'Diddy']",Peaches & Cream (feat. P. Diddy),0.706,0.537,54,2005
['Shinedown'],Save Me,0.524,0.816,55,2005
['O.A.R.'],Love and Memories,0.652,0.7070000000000001,52,2005
['Shinedown'],Heroes,0.379,0.9009999999999999,49,2005
['Shinedown'],I Dare You,0.55,0.9209999999999999,49,2005
['Kirk Franklin'],Imagine Me,0.632,0.7170000000000001,52,2005
['Franz Ferdinand'],Do You Want To,0.413,0.9420000000000001,57,2005
['Kirk Franklin'],Looking for You,0.81,0.72,48,2005
"['Twista', 'Trey Songz']",Girl Tonite (feat. Trey Songz),0.6679999999999999,0.7240000000000001,47,2005
['Say Anything'],A Walk Through Hell,0.569,0.469,47,2005
['Say Anything'],"Wow, I Can Get Sexual Too",0.7070000000000001,0.789,53,2005
['JesÃºs AdriÃ¡n Romero'],Mi Universo,0.654,0.648,57,2005
['Say Anything'],Alive With the Glory of Love,0.33799999999999997,0.93,58,2005
['Say Anything'],Every Man has a Molly,0.521,0.818,44,2005
['New Order'],True Faith - 2015 Remaster,0.608,0.924,48,2005
['New Order'],Blue Monday - 2016 Remaster,0.7929999999999999,0.703,68,2005
['New Order'],Ceremony - Version 1; 2016 Remaster,0.306,0.555,54,2005
['New Order'],Blue Monday '88 - 2015 Remaster,0.701,0.878,51,2005
"['Chet Atkins', 'Chet Atkins and his Guitar Pickers']",Mountain Melody - Buddha Remastered - 2000,0.795,0.44299999999999995,0,2005
['Panic! At The Disco'],Introduction,0.46299999999999997,0.157,43,2005
['Natalie Merchant'],One Fine Day - Remastered,0.52,0.151,49,2005
"['Rosario Dawson', 'Taye Diggs', 'Idina Menzel', 'Jesse L. Martin', 'Adam Pascal', 'Wilson Jermaine Heredia', 'Anthony Rapp', 'Tracie Thoms']",Seasons of Love,0.475,0.579,60,2005
"['Adam Pascal', 'Rosario Dawson']",Light My Candle,0.8079999999999999,0.508,48,2005
['Wolf Parade'],I'll Believe in Anything,0.259,0.9359999999999999,49,2005
['Cast Of The Motion Picture Rent'],La Vie Boheme,0.499,0.7659999999999999,50,2005
"['Idina Menzel', 'Tracie Thoms']",Take Me or Leave Me,0.457,0.763,58,2005
"['Tracie Thoms', 'Anthony Rapp']",Tango: Maureen,0.799,0.621,46,2005
"['Wilson Jermaine Heredia', 'Jesse L. Martin']",I'll Cover You,0.619,0.8759999999999999,48,2005
['Panic! At The Disco'],"There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet",0.42700000000000005,0.737,55,2005
['Adam Pascal'],One Song Glory,0.648,0.475,47,2005
['Panic! At The Disco'],I Constantly Thank God for Esteban,0.629,0.8170000000000001,51,2005
['Panic! At The Disco'],"Build God, Then We'll Talk",0.418,0.828,59,2005
"['Three 6 Mafia', 'Young Buck', '8Ball', 'MJG']","Stay Fly (feat. Young Buck, Eightball & MJG)",0.789,0.8809999999999999,62,2005
['Panic! At The Disco'],Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,0.66,0.8,63,2005
['Panic! At The Disco'],I Write Sins Not Tragedies,0.569,0.83,74,2005
['Panic! At The Disco'],But It's Better If You Do,0.467,0.848,58,2005
['Panic! At The Disco'],The Only Difference Between Martyrdom and Suicide Is Press Coverage,0.501,0.9329999999999999,58,2005
['Panic! At The Disco'],London Beckoned Songs About Money Written by Machines,0.513,0.934,53,2005
['Panic! At The Disco'],Camisado,0.5379999999999999,0.9129999999999999,53,2005
['Panic! At The Disco'],Time to Dance,0.425,0.97,53,2005
['Panic! At The Disco'],"Nails for Breakfast, Tacks for Snacks",0.6,0.946,51,2005
"['Anthony Rapp', 'Adam Pascal', 'Jesse L. Martin', 'Taye Diggs', 'Cast Of The Motion Picture Rent']",Rent,0.447,0.958,47,2005
['Rosario Dawson'],Out Tonight,0.534,0.9109999999999999,49,2005
['Sean Paul'],Give It Up to Me,0.855,0.674,56,2005
['Sean Paul'],We Be Burnin',0.95,0.8029999999999999,58,2005
['Sean Paul'],Temperature,0.951,0.6,76,2005
['Anita Ward'],Ring My Bell,0.7809999999999999,0.556,60,2005
['Nickelback'],Rockstar,0.616,0.91,67,2005
['Nickelback'],Photograph,0.513,0.877,67,2005
['Nickelback'],Photograph,0.513,0.877,50,2005
['Nickelback'],Savin' Me,0.441,0.815,64,2005
['Nickelback'],Savin' Me,0.441,0.815,50,2005
['Nickelback'],Animals,0.5720000000000001,0.961,62,2005
['Nickelback'],Far Away,0.518,0.797,70,2005
['Nickelback'],Far Away,0.518,0.797,49,2005
['Nickelback'],Next Contestant,0.557,0.862,54,2005
['Nickelback'],Side of a Bullet,0.644,0.946,48,2005
['Nickelback'],If Everyone Cared,0.522,0.8740000000000001,56,2005
['Nickelback'],Follow You Home,0.568,0.932,44,2005
['Danny Elfman'],The Piano Duet,0.475,0.0931,56,2005
['Danny Elfman'],Victor's Piano Solo,0.41,0.0262,56,2005
['Little Anthony & The Imperials'],Tears on My Pillow,0.43200000000000005,0.20199999999999999,53,2005
['Ray Charles'],Two Years of Torture - 2005 Remaster,0.47600000000000003,0.32,4,2005
['Timmy Thomas'],Why Can't We Live Together,0.87,0.455,48,2005
['Pesado'],"Te quiero, te amo",0.79,0.534,56,2005
['Pesado'],A chillar a otra parte,0.466,0.768,61,2005
['El Ten Eleven'],My Only Swerving,0.521,0.627,51,2005
['The Trammps'],Disco Inferno - Single Edit,0.7659999999999999,0.8440000000000001,64,2005
"['Tommy Dorsey', 'Frank Sinatra']",Polka Dots and Moonbeams,0.456,0.0328,50,2005
['Broadcast'],Tears In The Typing Pool,0.318,0.149,50,2005
"['Abel Zavala', 'Marcela Gandara']",A Ti Sea La Gloria (feat. Marcela Gandara),0.45399999999999996,0.647,56,2005
['Disturbed'],Stricken,0.40399999999999997,0.9690000000000001,71,2005
['Disturbed'],Sons of Plunder,0.544,0.987,52,2005
['Disturbed'],Decadence,0.45399999999999996,0.968,58,2005
['Disturbed'],Land of Confusion,0.5529999999999999,0.991,64,2005
['Disturbed'],Deify,0.539,0.9520000000000001,52,2005
['Disturbed'],Ten Thousand Fists,0.54,0.977,63,2005
['Barbara Lewis'],"Baby, I'm Yours",0.46399999999999997,0.39799999999999996,47,2005
['The Fray'],How to Save a Life,0.64,0.743,81,2005
['The Fray'],Look After You,0.447,0.5920000000000001,65,2005
['The Fray'],Over My Head (Cable Car),0.5920000000000001,0.7290000000000001,68,2005
['The Fray'],All at Once,0.496,0.863,49,2005
['Clap Your Hands Say Yeah'],The Skin of My Yellow Country Teeth,0.456,0.971,54,2005
['Sigur RÃ³s'],HoppÃ­polla,0.316,0.684,48,2005
['Juan Mutant'],Space 112 2000 Years After,0.21100000000000002,0.243,0,2005
['Juan Mutant'],Space 32 2000 Light Years,0.171,0.129,0,2005
['Juan Mutant'],Space 31 2000 Years Later,0.107,0.0442,0,2005
['Luis Miguel'],Motivos,0.23399999999999999,0.409,60,2005
['Luis Miguel'],MÃ©xico En La Piel,0.483,0.53,63,2005
['Luis Miguel'],Sabes Una Cosa,0.43700000000000006,0.522,67,2005
['Luis Miguel'],De QuÃ© Manera Te Olvido,0.594,0.462,60,2005
['Luis Miguel'],Ã‰chame a Mi La Culpa,0.5710000000000001,0.5,64,2005
"['FrÃ©dÃ©ric Chopin', 'Gabriela Montero']","Chopin: Nocturne No. 8 in D-Flat Major, Op. 27 No. 2",0.359,0.0323,53,2005
['Ray J'],One Wish,0.525,0.652,67,2005
['Brooks & Dunn'],Believe,0.598,0.223,49,2005
"['Kanye West', 'Common']",My Way Home,0.593,0.596,50,2005
['Brooks & Dunn'],Hillbilly Deluxe,0.568,0.8290000000000001,54,2005
['Kanye West'],Roses,0.723,0.465,56,2005
"['Kanye West', 'JAY-Z']",Diamonds From Sierra Leone - Remix,0.672,0.8140000000000001,56,2005
['Kanye West'],Late,0.33399999999999996,0.843,50,2005
['Kanye West'],Addiction,0.504,0.7559999999999999,52,2005
['Kanye West'],Diamonds From Sierra Leone - Bonus Track,0.435,0.846,52,2005
['Casting Crowns'],Does Anybody Hear Her,0.489,0.581,46,2005
['Brooks & Dunn'],Play Something Country,0.6920000000000001,0.9440000000000001,55,2005
['Kanye West'],Hey Mama,0.583,0.754,61,2005
"['Kanye West', 'Adam Levine']",Heard 'Em Say,0.741,0.703,44,2005
"['Kanye West', 'Adam Levine']",Heard 'Em Say,0.7440000000000001,0.696,63,2005
"['Kanye West', 'Paul Wall', 'GLC']",Drive Slow,0.593,0.593,57,2005
['MGMT'],Indie Rokkers,0.591,0.863,49,2005
"['Kanye West', 'Jamie Foxx']",Gold Digger,0.629,0.696,77,2005
['Kanye West'],Celebration,0.295,0.7759999999999999,50,2005
"['Kanye West', 'Consequence', 'Camâ€™ron']",Gone,0.8420000000000001,0.6679999999999999,54,2005
"['Kanye West', 'Lupe Fiasco']",Touch The Sky,0.552,0.846,67,2005
['Casting Crowns'],Praise You In This Storm,0.37,0.653,57,2005
"['Kanye West', 'Nas', 'Really Doe']",We Major,0.23399999999999999,0.88,54,2005
"['Kanye West', 'The Game']",Crack Music,0.726,0.7120000000000001,51,2005
"['Kanye West', 'Brandy']",Bring Me Down,0.385,0.691,50,2005
['Death Cab for Cutie'],I Will Follow You into the Dark,0.517,0.20600000000000002,66,2005
['Death Cab for Cutie'],What Sarah Said,0.505,0.439,44,2005
['Death Cab for Cutie'],Marching Bands of Manhattan,0.361,0.47,46,2005
['Death Cab for Cutie'],Brothers on a Hotel Bed,0.608,0.65,45,2005
['Death Cab for Cutie'],Summer Skin,0.615,0.47600000000000003,45,2005
['Rihanna'],If It's Lovin' That You Want,0.745,0.6940000000000001,56,2005
['Death Cab for Cutie'],Soul Meets Body,0.621,0.853,59,2005
['Death Cab for Cutie'],Crooked Teeth,0.579,0.662,52,2005
['Rihanna'],Pon de Replay,0.779,0.64,78,2005
['Maelo Ruiz'],RegÃ¡lame una Noche,0.627,0.6729999999999999,63,2005
"['Peter, Paul and Mary']","Puff, the Magic Dragon - 2004 Remaster",0.581,0.14300000000000002,49,2005
['Malo'],Suavecito,0.562,0.561,48,2005
['Minus the Bear'],Pachuca Sunrise,0.469,0.877,49,2005
['Aaron Shust'],My Savior My God,0.563,0.467,53,2005
"[""Jack's Mannequin""]",Dark Blue,0.389,0.9540000000000001,47,2005
['Bayside'],Devotion And Desire,0.29600000000000004,0.9,54,2005
['Goldfrapp'],Ooh La La,0.48,0.6759999999999999,57,2005
"['Brad Paisley', 'Dolly Parton']",When I Get Where I'm Going (feat. Dolly Parton),0.52,0.379,57,2005
['Brad Paisley'],She's Everything,0.355,0.478,64,2005
['Los Tigres Del Norte'],Jefe De Jefes,0.762,0.685,55,2005
['Brad Paisley'],Alcohol,0.552,0.754,51,2005
"['Eric Alexander', 'Vincent Herring']","Eleven Years - Recorded Live at Smoke, 2005",0.376,0.621,2,2005
['Brad Paisley'],Waitin' On a Woman,0.5479999999999999,0.617,51,2005
['Cascada'],Everytime We Touch,0.64,0.9890000000000001,48,2005
['Sarah Cleaver'],200 Years ...Sarah Cleaver,0.35200000000000004,0.298,0,2005
['Peggy Honeywell'],2000 Years,0.485,0.171,8,2005
['Azymuth'],Tempos do ParanÃ¡,0.428,0.315,2,2005
['Azymuth'],Antes Que EsqueÃ§a,0.331,0.0937,2,2005
['Azymuth'],Morning,0.536,0.42,5,2005
['Azymuth'],Laranjeiras,0.615,0.526,3,2005
['Azymuth'],Brazymuth,0.601,0.76,4,2005
['Azymuth'],Xingo,0.584,0.7809999999999999,1,2005
['Azymuth'],Quem Com Quem,0.691,0.7809999999999999,3,2005
['Azymuth'],Tudo Que VocÃª Podia Ser,0.503,0.705,11,2005
['Azymuth'],Laranjeiras - Afro Latin London Remix,0.536,0.9470000000000001,1,2005
['Azymuth'],O Lance,0.633,0.831,2,2005
['Azymuth'],Amazon Adventure - Jazzanova Remix,0.779,0.875,1,2005
['Azymuth'],Chameleon,0.6759999999999999,0.6990000000000001,3,2005
['Azymuth'],Jazz Carnival,0.575,0.843,3,2005
['Azymuth'],That's Today - London Elektricity Remix,0.691,0.903,1,2005
['Azymuth'],FaÃ§a de Conta - Roni Size Remix,0.6459999999999999,0.883,1,2005
['Azymuth'],Pieces of Ipanema - Mark Pritchard Remix,0.7509999999999999,0.752,1,2005
['Azymuth'],Roda PiÃ£o - Spiritual South Remix,0.503,0.706,2,2005
['Azymuth'],Carambola,0.516,0.899,3,2005
['James Blunt'],Goodbye My Lover,0.43200000000000005,0.261,67,2005
['James Blunt'],You're Beautiful,0.675,0.479,76,2005
['Staind'],Everything Changes,0.5,0.612,48,2005
['The Click Five'],Just the Girl,0.5710000000000001,0.89,61,2005
['Staind'],Right Here,0.49200000000000005,0.6459999999999999,59,2005
['Crazy Frog'],Axel F,0.8640000000000001,0.903,56,2005
['Cast Of Rent'],Seasons of Love - From the Motion Picture RENT,0.44,0.573,55,2005
['Richard Hell'],Blank Generation - 2013 Remaster,0.44,0.904,50,2005
['Faith Hill'],Mississippi Girl,0.499,0.765,48,2005
['Faith Hill'],Like We Never Loved at All,0.49700000000000005,0.46799999999999997,45,2005
